西暦（年）,all_people,Volume_sum,Volume_mean,train_year_stooq,train_year+1_stooq,change,UpDown
2010.0,128057352.0,1624474896.0721269,6630509.779886232,1289.3096326530615,1261.829714285714,-27.47991836734741,-1
2015.0,127094745.0,1477314098.398066,6054565.977041256,2407.413196721311,1901.7292622950813,-505.6839344262298,-1
2010.0,128057352.0,968190812.50113,3951799.234698488,630.4707102040812,569.1898367346937,-61.28087346938753,-1
2015.0,127094745.0,1164939721.9975338,4774343.122940714,1421.9632377049177,1416.250204918033,-5.713032786884696,-1
2010.0,128057352.0,858771664.8912361,3505190.4689438217,1601.771102040816,1600.8305714285702,-0.940530612245766,-1
2015.0,127094745.0,662615587.9845762,2715637.655674492,3909.86987704918,2774.293975409836,-1135.575901639344,-1
2015.0,127094745.0,581027640.0214201,2381260.81975992,1255.072663934426,1254.10868852459,-0.963975409835939,-1
2015.0,127094745.0,543355020.9172307,2226864.839824716,993.2281844262292,883.8873934426227,-109.34079098360644,-1
2015.0,127094745.0,297851230.49062496,1220701.76430584,1871.2532377049197,1524.414754098361,-346.8384836065586,-1
2015.0,127094745.0,895003584.794349,3668047.478665365,765.6016967213118,594.3916967213115,-171.21000000000026,-1
2015.0,127094745.0,224626336.5162982,920599.739820894,1856.942827868852,1339.479631147541,-517.4631967213109,-1
2010.0,128057352.0,1059017788.5389142,4322521.585873121,562.8240163265309,489.0092653061226,-73.81475102040832,-1
2015.0,127094745.0,585786911.1925815,2400766.0294777937,1395.6325819672138,1125.6974262295084,-269.9351557377054,-1
2010.0,128057352.0,113142280.0,461805.2244897959,789.7217142857145,763.6029387755106,-26.118775510203932,-1
2010.0,128057352.0,1848988.921673388,23704.986175299862,37.68318205128205,36.83354672131149,-0.8496353299705603,-1
2015.0,127094745.0,1545195.816185411,8880.435725203512,51.24996896551721,44.014414814814906,-7.235554150702306,-1
2010.0,128057352.0,36104216.322350666,147364.14825449232,1064.1695714285736,816.1680897959186,-248.001481632655,-1
2015.0,127094745.0,85779913.75429234,351557.02358316537,1393.4545491803294,1209.8684385245904,-183.58611065573905,-1
2010.0,128057352.0,59278.490738824505,241.95302342377357,37562.56530612245,12362.172522448976,-25200.392783673473,-1
2010.0,128057352.0,2037319087.0,8315588.110204082,246.2827306122448,123.96700408163262,-122.31572653061217,-1
2010.0,128057352.0,30062441.0,122703.84081632653,115.4124653061224,106.3070857142857,-9.105379591836694,-1
2015.0,127094745.0,36681833.33829115,150335.38253398013,427.8044836065573,381.0783975409836,-46.726086065573725,-1
2010.0,128057352.0,95533214.42705962,389931.4874573863,33.35980571428572,31.31974408163264,-2.0400616326530816,-1
2015.0,127094745.0,870720066.6776197,3568524.8634328684,131.16069303278698,110.81599180327858,-20.344701229508402,-1
2010.0,128057352.0,93666053.0,382310.4204081633,48.57459183673473,42.77454693877547,-5.8000448979592605,-1
2015.0,127094745.0,1106248.46225194,6249.991312157853,743.0052768361583,713.7529822485208,-29.252294587637493,-1
2010.0,128057352.0,30826881.16956854,125824.00477374918,93.1341808163265,72.1950636734694,-20.9391171428571,-1
2010.0,128057352.0,49484526.98295287,201977.6611549097,1705.975428571429,1334.5015551020408,-371.4738734693881,-1
2015.0,127094745.0,32743382.00355817,134194.18853917278,1850.609754098361,1465.5059836065575,-385.1037704918035,-1
2010.0,128057352.0,61584900.02070727,251366.93886002968,318.3216489795925,314.1971387755106,-4.124510204081901,-1
2010.0,128057352.0,8803876.59393264,35934.190179316895,343.40155510204085,324.18960000000027,-19.211955102040577,-1
2015.0,127094745.0,21742022.57610897,89106.64990208595,600.1827008196723,489.30248360655713,-110.88021721311515,-1
2005.0,127767994.0,16388395.695100162,84913.9673321252,1573.3044041450764,1561.774637096774,-11.529767048302347,-1
2015.0,127094745.0,9422747.140414648,38617.81614924039,1966.0400819672143,1668.6932377049177,-297.3468442622966,-1
2005.0,127767994.0,4495309.0,23291.75647668394,874.1285492227978,819.7656048387094,-54.36294438408845,-1
2015.0,127094745.0,11247716.0,46097.19672131148,1130.498647540984,844.2338114754103,-286.2648360655736,-1
2015.0,127094745.0,90000188.65402871,368853.2321886421,736.4779549180333,634.9731311475413,-101.50482377049207,-1
2015.0,127094745.0,10073064.0,41283.04918032787,1781.5009426229497,1652.116270491803,-129.38467213114654,-1
2015.0,127094745.0,25703281.664,105341.318295082,436.25506967213096,428.4666844262292,-7.788385245901736,-1
2015.0,127094745.0,14876648.270141246,87509.69570671325,648.9128647058825,613.3034385245896,-35.60942618129286,-1
2010.0,128057352.0,10048154.572423462,41012.87580581006,654.7438285714289,629.7508857142857,-24.992942857143248,-1
2015.0,127094745.0,7522184.973504451,30828.626940592003,1053.7636721311476,958.628077868853,-95.1355942622946,-1
2015.0,127094745.0,15048551.0,61674.38934426229,508.6285655737709,448.3400819672131,-60.288483606557804,-1
2015.0,127094745.0,18462578.0,75666.30327868853,492.1050409836066,359.07979508196723,-133.02524590163938,-1
2005.0,127767994.0,1954205.2917553757,10125.416019457904,984.821046632124,810.4902983870967,-174.33074824502728,-1
2015.0,127094745.0,3372110.9704091577,13820.126927906384,1625.9816393442618,1575.054590163934,-50.927049180327685,-1
2010.0,128057352.0,22370301.97366246,91307.35499454068,328.19326938775527,270.27446122448947,-57.918808163265794,-1
2015.0,127094745.0,11884439.862087812,48706.7207462615,542.8774221311473,442.8659590163935,-100.01146311475384,-1
2015.0,127094745.0,66482700.26260082,272470.08304344583,310.7917622950821,283.7210819672133,-27.070680327868786,-1
2015.0,127094745.0,115694496.0,474157.7704918033,144.27383606557368,102.92468442622948,-41.3491516393442,-1
2010.0,128057352.0,518733.2899433014,2117.278734462455,3106.600897959183,2518.8073469387746,-587.7935510204084,-1
2015.0,127094745.0,1012194.066876402,4148.336339657387,4586.128770491808,4481.043852459016,-105.08491803279139,-1
2015.0,127094745.0,3045714.9686847166,12482.438396248845,1087.968004098362,1086.7165655737715,-1.2514385245904123,-1
2010.0,128057352.0,1199343.4020217534,5738.485177137575,224.3840334928228,216.8992028985509,-7.484830594271898,-1
2015.0,127094745.0,3320770.154566788,13609.713748224542,419.2794713114757,376.1377172995783,-43.141754011897376,-1
2010.0,128057352.0,3033315.6372528006,12380.88015205224,407.4884244897962,348.26182857142845,-59.226595918367764,-1
2015.0,127094745.0,16297281.253197748,66792.13628359728,765.475729508196,703.6706024590171,-61.80512704917885,-1
2010.0,128057352.0,69298797.0,282852.2326530612,219.69795918367348,204.0983265306123,-15.599632653061178,-1
2015.0,127094745.0,17638874.0,72290.46721311475,370.04815573770446,326.339549180328,-43.70860655737647,-1
2015.0,127094745.0,6178276.443217639,25320.805095154272,1265.6120081967215,1012.3320819672134,-253.27992622950808,-1
2010.0,128057352.0,19469586.0,79467.69795918367,352.34922448979586,331.6509795918365,-20.69824489795934,-1
2010.0,128057352.0,4343776.189941477,17875.622180829127,277.83330041152243,266.47637037037026,-11.356930041152168,-1
2015.0,127094745.0,51986756.9915791,213060.47947368483,1323.745147540984,1247.0922008196728,-76.65294672131108,-1
2010.0,128057352.0,5560671.428760491,22696.61807657343,574.0573306122446,558.4815224489798,-15.57580816326481,-1
2015.0,127094745.0,6605936.734918479,27073.51120868228,1177.0912295081964,1131.769024590164,-45.32220491803241,-1
2005.0,127767994.0,49593151.0,2755175.0555555555,643.7499999999999,641.3370564516119,-2.4129435483879433,-1
2010.0,128057352.0,18360767.0,74941.90612244899,276.803510204082,157.30024489795915,-119.50326530612284,-1
2015.0,127094745.0,19142610.0,78453.31967213115,497.1603688524588,367.5129098360657,-129.6474590163931,-1
2010.0,128057352.0,284625.94237195,1490.1881799578532,265.4127382198952,244.05700000000007,-21.355738219895102,-1
2015.0,127094745.0,90582375.07581615,371239.24211400055,448.83081147540975,327.1569631147539,-121.67384836065582,-1
2015.0,127094745.0,5067987.0794562325,20770.43885023047,444.1967008196723,443.8274773662552,-0.36922345341707796,-1
2015.0,127094745.0,43170041.0,176926.3975409836,1078.302909836066,786.4358606557385,-291.8670491803275,-1
2010.0,128057352.0,460782424.0,1880744.587755102,27.76848979591837,17.112857142857145,-10.655632653061225,-1
2015.0,127094745.0,1485332932.0,6087430.049180328,19.01692622950819,15.791311475409833,-3.2256147540983573,-1
2010.0,128057352.0,63596721.09617546,259578.45345377736,548.5837102040816,291.2803714285716,-257.30333877551004,-1
2015.0,127094745.0,46567752.46959928,190851.444547538,1213.234286885246,1082.9217704918033,-130.31251639344282,-1
2015.0,127094745.0,2490560.267412547,10207.214210707156,647.43731147541,603.3035349794243,-44.13377649598567,-1
2015.0,127094745.0,5284923.831989383,21659.52390159583,806.5081557377041,704.9106229508199,-101.59753278688424,-1
2005.0,127767994.0,6370115.930756043,33005.7820246427,1456.9343005181363,1321.700161290323,-135.23413922781333,-1
2010.0,128057352.0,4517717.632415238,18439.663805776483,591.5810285714288,583.3084000000001,-8.27262857142864,-1
2015.0,127094745.0,8163655.869049307,33457.606020693886,905.629331967212,741.6996024590161,-163.92972950819592,-1
2015.0,127094745.0,3565811.0,14613.97950819672,1006.0073360655736,790.0276446280985,-215.97969143747503,-1
2015.0,127094745.0,31878919.0,130651.30737704918,610.5575,300.37086065573766,-310.18663934426235,-1
2010.0,128057352.0,789880.0,4071.546391752577,501.6692268041239,500.2362616822432,-1.432965121880727,-1
2015.0,127094745.0,4175794.635446373,17184.340063565316,602.3797983539092,563.9158971193418,-38.4639012345674,-1
2015.0,127094745.0,20954868.0,85880.60655737705,316.31942622950834,296.0322950819672,-20.287131147541118,-1
2010.0,128057352.0,140039.3707018506,703.7154306625654,2188.5136180904537,1963.6473770491805,-224.86624104127327,-1
2015.0,127094745.0,356216.3202696696,1542.061992509394,3208.790952380952,3129.6142325581404,-79.17671982281172,-1
2010.0,128057352.0,7093631.627641553,30444.770934083917,52.89706051502149,49.49452499999997,-3.402535515021519,-1
2015.0,127094745.0,54146569.72242904,221912.1709935617,250.84182377049189,246.55076229508197,-4.291061475409919,-1
2010.0,128057352.0,32973443.0,134585.48163265307,185.4067755102041,159.80881632653072,-25.597959183673396,-1
2015.0,127094745.0,54345265.0,222726.4959016393,171.00327868852452,138.00520491803252,-32.998073770492,-1
2015.0,127094745.0,4049446.685484329,16596.092973296436,597.1486721311474,517.7026803278688,-79.4459918032785,-1
2015.0,127094745.0,6515382.0,26702.38524590164,525.1109426229503,449.125655737705,-75.98528688524533,-1
2015.0,127094745.0,4980245.0,20410.840163934427,935.8272950819672,918.2330737704916,-17.59422131147562,-1
2010.0,128057352.0,81642.0,540.6754966887418,2643.708013245037,2502.865985401459,-140.84202784357785,-1
2015.0,127094745.0,266148.0,1104.3485477178424,3031.7189211618265,2973.184794520548,-58.53412664127836,-1
2010.0,128057352.0,4379181.0,17874.208163265306,1229.0273469387762,1060.4825306122443,-168.54481632653187,-1
2015.0,127094745.0,5478649.0,22453.47950819672,1331.8306147540984,1207.664631147541,-124.16598360655735,-1
2015.0,127094745.0,10160763.0,1693460.5,482.4533333333333,467.0419262295084,-15.4114071038249,-1
2010.0,128057352.0,10283193.0,41972.216326530615,194.6938775510204,193.87755102040816,-0.8163265306122298,-1
2010.0,128057352.0,507799.0,2526.363184079602,227.3142288557216,163.89725714285734,-63.41697171286427,-1
2010.0,128057352.0,16383925.952537268,66873.16715321335,269.57641224489805,207.42833877551016,-62.148073469387896,-1
2010.0,128057352.0,10310710.757873263,42084.533705605165,406.0140204081633,377.8468938775507,-28.167126530612563,-1
2015.0,127094745.0,19737652.565598965,80892.01871147119,612.5252090163931,585.2266721311478,-27.298536885245312,-1
2015.0,127094745.0,10990667.744894732,45043.720265962045,296.12394262295123,231.9957295081967,-64.12821311475454,-1
2015.0,127094745.0,19646799.0,80519.66803278688,776.7543032786886,699.6372540983607,-77.11704918032785,-1
2015.0,127094745.0,4065596.073095702,16730.848037430882,770.0532921810699,580.2265523012555,-189.82673987981434,-1
2015.0,127094745.0,8676857.0,35560.889344262294,352.34163934426283,314.76381147541,-37.57782786885281,-1
2015.0,127094745.0,3399405.219504105,13931.988604525028,655.6197622950823,624.2819419087137,-31.33782038636855,-1
2015.0,127094745.0,13543535.0,55506.29098360656,382.0825,355.11303278688547,-26.969467213114513,-1
2010.0,128057352.0,60607111.49572409,247375.96528866971,139.259972244898,88.20668571428575,-51.05328653061224,-1
2015.0,127094745.0,102566819.00782308,420355.8156058325,107.61713811475424,95.87398606557386,-11.743152049180381,-1
2010.0,128057352.0,72597200.0,296315.10204081633,47.57551020408163,47.42448979591837,-0.15102040816326223,-1
2015.0,127094745.0,559558100.0,2293270.901639344,39.05737704918032,23.37295081967213,-15.684426229508187,-1
2005.0,127767994.0,5478134.651927015,28384.117367497507,359.8604715025906,263.7254072580646,-96.135064244526,-1
2015.0,127094745.0,8660436.97062416,35493.59414190229,179.31575409836046,139.81464754098354,-39.501106557376914,-1
2015.0,127094745.0,116168669.0,476101.1024590164,273.71430327868813,195.86004098360723,-77.8542622950809,-1
2005.0,127767994.0,29381500.189012077,167894.28679435467,2583.0877714285725,1879.372500000002,-703.7152714285705,-1
2010.0,128057352.0,6584440.30151742,26875.26653680577,543.4608897959187,350.8526926229507,-192.60819717296795,-1
2010.0,128057352.0,358268.0,1474.3539094650205,830.1487654320987,752.8654166666669,-77.28334876543181,-1
2015.0,127094745.0,1005463.0,4120.75,599.7236065573766,416.8444117647056,-182.87919479267094,-1
2010.0,128057352.0,787464.5489908347,6104.376348766159,157.85593023255814,97.07387487437192,-60.78205535818621,-1
2015.0,127094745.0,5572323.058619916,22931.37061160459,759.2350987654323,519.3558688524594,-239.87922991297296,-1
2015.0,127094745.0,5144176.26137333,21082.689595792344,547.2279262295078,499.364606557377,-47.86331967213084,-1
2010.0,128057352.0,908408.0,3785.033333333333,487.3664999999995,408.1127800829884,-79.2537199170111,-1
2015.0,127094745.0,2683293.0,10997.102459016394,484.6348360655735,432.9397950819674,-51.69504098360608,-1
2015.0,127094745.0,19275069.0,78996.1844262295,338.3245901639346,275.63028688524565,-62.69430327868895,-1
2010.0,128057352.0,80959805.0,1372200.0847457626,123.09854237288135,92.6766816326531,-30.421860740228254,-1
2015.0,127094745.0,22122665.0,90666.65983606558,233.31151639344247,200.9669672131148,-32.344549180327675,-1
2015.0,127094745.0,121892489.0,499559.381147541,466.6320491803282,310.504057377049,-156.1279918032792,-1
2010.0,128057352.0,54953.12324344639,544.0903291430336,1181.835742574258,1156.4228571428573,-25.412885431400582,-1
2015.0,127094745.0,241801.4726923812,1191.1402595683792,2140.097192118225,2045.3822435897448,-94.71494852848014,-1
2010.0,128057352.0,70285.0,524.5149253731344,1544.3848507462678,1484.8329591836732,-59.55189156259462,-1
2015.0,127094745.0,456118.0,2009.3303964757708,2128.8951101321627,2066.3284000000044,-62.56671013215828,-1
